Date;Time UTC;Latitude;Longitude;Depth;Depth Type;Magnitude Type;Magnitude;Region Name;Last Update;Eqid;
2017-12-08;00:22:54;10.09;140.21;20;f;Mw;6.5;STATE OF YAP, MICRONESIA;2017-12-08 07:46;634654;
2017-12-03;11:19:07;-0.39;-80.28;26; ;Mw;6.0;NEAR COAST OF ECUADOR;2017-12-04 08:00;633821;
2017-12-01;02:50:01;-6.13;147.63;74; ;Mw;6.0;EASTERN NEW GUINEA REG., P.N.G.;2017-12-01 07:54;633362;
2017-12-01;02:32:45;30.74;57.38;10; ;Mw;6.0;EASTERN IRAN;2017-12-01 02:58;633352;
2017-11-30;06:32:50;-1.06;-23.39;10; ;Mw;6.5;CENTRAL MID-ATLANTIC RIDGE;2017-11-30 07:13;633187;
2017-11-27;07:11:14;-4.60;153.19;80; ;Mw;6.0;NEW IRELAND REGION, P.N.G.;2017-11-27 07:47;632653;
2017-11-20;18:51:07;-14.68;-175.16;10;f;Mw;6.0;SAMOA ISLANDS REGION;2017-11-21 07:56;631453;
2017-11-20;00:09:25;-21.42;168.79;20;f;Mw;6.0;LOYALTY ISLANDS;2017-11-21 07:58;631298;
2017-11-19;22:43:30;-21.30;168.74;12; ;Mw;7.0;LOYALTY ISLANDS;2017-11-19 23:16;631286;
2017-11-19;15:09:04;-21.47;168.62;20;f;Mw;6.6;LOYALTY ISLANDS;2017-11-19 15:39;631209;
2017-11-19;09:25:47;-21.48;168.77;15;f;Mw;6.3;LOYALTY ISLANDS;2017-11-19 15:43;631140;
2017-11-17;22:34:19;29.83;94.96;12;f;Mw;6.4;EASTERN XIZANG-INDIA BORDER REG.;2017-11-18 11:17;630909;
2017-11-13;02:28:22;9.60;-84.55;10;f;Mw;6.7;COSTA RICA;2017-11-13 02:42;629779;
2017-11-12;18:18:17;34.79;45.85;24; ;Mw;7.3;IRAN-IRAQ BORDER REGION;2017-11-13 08:25;629693;
2017-11-11;00:36:16;-11.70;-14.16;10; ;Mw;6.1;ASCENSION ISLAND REGION;2017-11-11 19:56;629367;
2017-11-09;07:42:10;32.49;141.44;10; ;Mw;6.0;IZU ISLANDS, JAPAN REGION;2017-11-09 13:03;629033;
2017-11-07;21:26:38;-4.13;143.55;114; ;Mw;6.5;NEW GUINEA, PAPUA NEW GUINEA;2017-11-08 08:57;628760;
2017-11-04;09:00:19;-15.29;-173.32;10; ;Mw;6.8;TONGA;2017-11-04 09:29;628029;
2017-11-01;05:09:01;-21.74;169.04;10;f;Mw;6.0;SOUTHEAST OF LOYALTY ISLANDS;2017-11-01 05:31;627433;
2017-11-01;02:23:57;-21.61;168.92;17; ;Mw;6.6;LOYALTY ISLANDS;2017-11-01 11:47;627410;
2017-11-01;00:09:30;-21.65;169.00;16; ;Mw;6.1;SOUTHEAST OF LOYALTY ISLANDS;2017-11-01 02:48;627393;
2017-10-31;11:50:52;-3.75;127.83;30;f;Mw;6.3;SERAM, INDONESIA;2017-10-31 12:44;627256;
2017-10-31;00:42:12;-21.71;169.11;25;f;Mw;6.8;SOUTHEAST OF LOYALTY ISLANDS;2017-10-31 06:24;627167;
2017-10-28;19:11:02;86.95;57.62;10; ;Mw;6.0;NORTH OF FRANZ JOSEF LAND;2017-10-30 21:31;626812;
2017-10-24;10:47:47;-7.25;123.06;550; ;Mw;6.5;BANDA SEA;2017-10-24 11:06;626022;
2017-10-18;12:01:00;-20.47;-174.03;15;f;Mw;6.0;TONGA;2017-10-18 14:53;624895;
2017-10-10;18:53:33;-54.33;8.49;10; ;Mw;6.7;BOUVET ISLAND REGION;2017-10-11 06:50;623367;
2017-10-10;06:32:19;-18.63;-69.59;80; ;Mw;6.3;TARAPACA, CHILE;2017-10-10 06:54;623214;
2017-10-08;22:34:33;52.37;176.83;121; ;Mw;6.6;RAT ISLANDS, ALEUTIAN ISLANDS;2017-10-08 22:47;622928;
2017-10-08;20:48:58;-61.72;154.64;10;f;Mw;6.2;BALLENY ISLANDS REGION;2017-10-09 06:39;622908;
2017-10-08;14:04:41;-19.04;-175.84;10;f;Mw;6.1;TONGA;2017-10-08 20:30;622862;
2017-10-06;07:59:32;37.45;143.98;10;f;Mw;6.0;OFF EAST COAST OF HONSHU, JAPAN;2017-10-06 11:11;622472;
2017-09-26;04:20:00;-23.63;-176.94;100;f;Mw;6.4;SOUTH OF FIJI ISLANDS;2017-09-26 04:56;620566;
2017-09-23;12:53:02;16.74;-94.96;17; ;Mw;6.1;OAXACA, MEXICO;2017-09-23 20:00;620071;
2017-09-20;20:09:50;-18.78;169.05;200; ;Mw;6.4;VANUATU;2017-09-21 07:09;619478;
2017-09-20;16:37:16;38.01;144.65;10;f;Mw;6.1;OFF EAST COAST OF HONSHU, JAPAN;2017-09-21 06:34;619444;
2017-09-20;01:43:27;-50.71;162.61;20; ;Mw;6.1;AUCKLAND ISLANDS, N.Z. REGION;2017-10-02 03:50;619325;
2017-09-19;18:14:38;18.59;-98.47;50;f;Mw;7.1;PUEBLA, MEXICO;2017-09-19 18:42;619258;
2017-09-08;04:49:21;15.02;-93.81;72; ;Mw;8.1;OFFSHORE CHIAPAS, MEXICO;2017-09-08 06:19;616600;
2017-09-07;17:26:50;27.77;139.76;480; ;Mw;6.1;BONIN ISLANDS, JAPAN REGION;2017-09-08 06:44;616517;
2017-09-04;08:07:39;-57.86;-25.63;60; ;Mw;6.0;SOUTH SANDWICH ISLANDS REGION;2017-09-04 11:43;615809;
2017-09-03;03:30:01;41.36;129.00;1;f;mb;6.3;NORTH KOREA;2017-09-07 06:56;615560;
2017-08-31;17:06:56;-1.15;99.77;50;f;Mw;6.3;KEP. MENTAWAI REGION, INDONESIA;2017-09-01 06:42;615100;
2017-08-27;04:17:49;-1.43;148.12;2; ;Mw;6.4;ADMIRALTY ISLANDS REGION, P.N.G.;2017-08-27 10:16;614196;
2017-08-19;02:00:51;-17.92;-178.83;527; ;Mw;6.4;FIJI REGION;2017-08-19 02:36;612853;
2017-08-18;02:59:25;-1.16;-13.70;30;f;Mw;6.6;NORTH OF ASCENSION ISLAND;2017-08-18 07:02;612643;
2017-08-13;03:08:13;-3.60;101.72;53; ;Mw;6.4;SOUTHERN SUMATRA, INDONESIA;2017-08-13 07:22;611730;
2017-08-11;05:28:26;13.96;120.69;189; ;Mw;6.2;MINDORO, PHILIPPINES;2017-08-11 06:47;611436;
2017-08-08;23:27:54;44.37;82.90;30; ;Mw;6.3;NORTHERN XINJIANG, CHINA;2017-08-09 06:59;610951;
2017-08-08;13:19:50;33.21;104.03;10; ;Mw;6.5;GANSU, CHINA;2017-08-08 14:36;610839;
2017-07-20;22:31:11;36.96;27.45;2;f;Mw;6.6;DODECANESE IS.-TURKEY BORDER REG;2017-07-24 07:14;606346;
2017-07-18;02:05:19;-16.39;-73.66;40; ;Mw;6.4;NEAR COAST OF SOUTHERN PERU;2017-07-18 02:35;605826;
2017-07-17;23:34:16;54.55;168.84;30;f;Mw;7.7;KOMANDORSKIYE OSTROVA REGION;2017-07-24 09:00;605783;
2017-07-17;11:05:09;54.66;168.58;10; ;Mw;6.2;KOMANDORSKIYE OSTROVA REGION;2017-07-17 12:56;605678;
2017-07-13;03:36:08;-4.79;153.20;40; ;Mw;6.4;NEW IRELAND REGION, P.N.G.;2017-07-13 06:45;604894;
2017-07-11;07:00:07;-49.30;164.34;15;f;Mw;6.6;AUCKLAND ISLANDS, N.Z. REGION;2017-07-11 13:10;604513;
2017-07-06;08:03:58;11.11;124.80;10; ;Mw;6.5;LEYTE, PHILIPPINES;2017-07-06 08:27;603516;
2017-06-30;22:29:43;-0.27;-80.42;10; ;Mw;6.0;NEAR COAST OF ECUADOR;2017-07-01 06:45;602288;
2017-06-29;07:03:09;-31.11;179.98;386; ;Mw;6.0;KERMADEC ISLANDS REGION;2017-06-29 09:29;601861;
2017-06-28;18:20:52;-30.44;-177.44;10; ;Mw;6.0;KERMADEC ISLANDS, NEW ZEALAND;2017-06-29 06:54;601744;
2017-06-25;17:42:30;-19.43;-176.56;40; ;Mw;6.1;FIJI REGION;2017-06-25 19:29;601146;
2017-06-22;12:31:02;13.83;-90.87;40;f;Mw;6.8;OFFSHORE GUATEMALA;2017-06-22 13:04;600263;
2017-06-17;22:26:02;-24.08;179.60;524; ;Mw;6.1;SOUTH OF FIJI ISLANDS;2017-06-18 07:38;599275;
2017-06-14;07:29:06;15.10;-91.76;120; ;Mw;6.9;GUATEMALA;2017-06-14 08:20;598435;
2017-06-12;12:28:37;38.85;26.31;9;f;Mw;6.3;NEAR THE COAST OF WESTERN TURKEY;2017-06-13 08:12;597714;
2017-06-03;19:17:34;-62.65;155.83;15;f;Mw;6.0;BALLENY ISLANDS REGION;2017-06-04 10:28;596240;
2017-06-02;22:24:47;54.03;170.90;10;f;Mw;6.8;NEAR ISLANDS, ALEUTIAN ISLANDS;2017-06-06 06:44;596068;
2017-05-29;14:35:23;-1.25;120.43;12;f;Mw;6.6;SULAWESI, INDONESIA;2017-05-29 14:54;595219;
2017-05-15;13:22:38;-4.02;152.54;9; ;Mw;6.1;NEW BRITAIN REGION, P.N.G.;2017-05-16 06:33;592167;
2017-05-12;10:41:25;12.97;-90.05;10;f;Mw;6.2;OFFSHORE EL SALVADOR;2017-05-12 11:23;591415;
2017-05-10;23:23:36;-56.57;-25.92;10; ;Mw;6.4;SOUTH SANDWICH ISLANDS REGION;2017-05-10 23:45;591012;
2017-05-09;13:52:12;-14.60;167.41;186; ;Mw;6.8;VANUATU;2017-05-09 14:41;590690;
2017-05-09;01:54:14;24.43;126.30;10;f;Mw;6.0;RYUKYU ISLANDS, JAPAN;2017-05-09 06:44;590559;
2017-05-08;17:00:47;51.84;-178.58;10; ;Mw;6.4;ANDREANOF ISLANDS, ALEUTIAN IS.;2017-05-08 18:53;590470;
2017-05-01;14:18:17;59.77;-136.81;10;f;Mw;6.2;SOUTHEASTERN ALASKA;2017-05-01 21:17;588313;
2017-05-01;12:31:53;59.85;-136.66;4;f;Mw;6.2;SOUTHEASTERN ALASKA;2017-05-02 09:00;588267;
2017-04-28;20:23:18;5.48;125.08;42;f;Mw;6.8;MINDANAO, PHILIPPINES;2017-04-28 21:23;587607;
2017-04-24;21:38:27;-33.03;-71.85;10; ;Mw;6.9;OFFSHORE VALPARAISO, CHILE;2017-04-25 07:55;586488;
2017-04-23;02:36:07;-33.02;-71.95;20;f;Mw;6.0;OFFSHORE VALPARAISO, CHILE;2017-04-23 04:48;586015;
2017-04-18;17:49:54;-2.68;-75.22;10; ;Mw;6.0;NORTHERN PERU;2017-04-19 06:59;584964;
2017-04-18;17:11:48;-18.02;-178.40;627; ;Mw;6.0;FIJI REGION;2017-04-18 20:08;584955;
2017-04-15;08:19:43;-23.29;-67.88;156; ;Mw;6.3;ANTOFAGASTA, CHILE;2017-04-15 19:22;584187;
2017-04-05;06:09:11;35.82;60.47;10;f;Mw;6.1;NORTHEASTERN IRAN;2017-04-05 07:13;581713;
2017-04-03;17:40:17;-22.60;25.18;22; ;Mw;6.5;BOTSWANA;2017-04-03 18:14;581369;
2017-03-29;04:09:24;56.96;162.71;20; ;Mw;6.6;NEAR EAST COAST OF KAMCHATKA;2017-03-29 06:47;580196;
2017-03-27;10:50:18;52.78;172.21;10; ;Mw;6.2;NEAR ISLANDS, ALEUTIAN ISLANDS;2017-03-27 14:54;579768;
2017-03-19;15:43:26;-8.12;160.84;14; ;Mw;6.0;SOLOMON ISLANDS;2017-03-19 20:13;577869;
2017-03-14;02:51:16;6.18;92.30;10;f;Mw;6.0;NICOBAR ISLANDS, INDIA REGION;2017-03-14 07:49;576221;
2017-03-05;22:47:54;-6.02;149.35;50;f;Mw;6.3;NEW BRITAIN REGION, P.N.G.;2017-03-06 07:42;574042;
2017-03-04;02:58:23;-7.29;155.72;50;f;Mw;6.0;SOLOMON ISLANDS;2017-03-05 09:08;573601;
2017-02-24;17:28:44;-23.36;-178.81;410;f;Mw;6.9;SOUTH OF FIJI ISLANDS;2017-02-24 20:19;571429;
2017-02-21;14:09:04;-19.29;-63.93;597; ;Mw;6.5;CHUQUISACA, BOLIVIA;2017-02-21 15:04;570475;
2017-02-18;12:10:14;-23.91;-66.74;185; ;Mw;6.4;JUJUY, ARGENTINA;2017-02-18 17:15;569791;
2017-02-10;14:03:42;9.83;125.50;10; ;Mw;6.5;MINDANAO, PHILIPPINES;2017-02-10 14:29;567367;
2017-02-07;22:03:55;25.29;63.31;20;f;Mw;6.2;SOUTHWESTERN PAKISTAN;2017-02-08 08:06;566363;
2017-01-30;23:35:24;-14.78;167.10;84; ;Mw;6.0;VANUATU;2017-01-31 07:47;563955;
2017-01-22;04:30:23;-6.20;155.10;150;f;Mw;7.9;BOUGAINVILLE REGION, P.N.G.;2017-01-22 08:35;561784;
2017-01-19;23:04:16;-10.32;161.30;6; ;Mw;6.7;SOLOMON ISLANDS;2017-01-19 23:20;561322;
2017-01-14;06:11:40;-18.63;176.23;2; ;Mw;6.0;FIJI REGION;2017-01-14 09:01;559746;
2017-01-10;15:27:16;-10.13;161.06;40; ;Mw;6.4;SOLOMON ISLANDS;2017-01-10 15:53;558884;
2017-01-10;06:13:47;4.48;122.59;630; ;Mw;7.3;CELEBES SEA;2017-01-10 07:51;558802;
2017-01-08;23:47:12;74.31;-92.29;20;f;Mw;6.1;DEVON ISLAND, NUNAVUT, CANADA;2017-01-09 07:42;558524;
2017-01-03;22:40:11;-19.12;176.12;10;f;Mw;6.0;SOUTH OF FIJI ISLANDS;2017-01-04 07:47;557283;
2017-01-03;21:52:31;-19.33;175.85;10;f;Mw;7.0;SOUTH OF FIJI ISLANDS;2017-01-03 22:07;557262;
2017-01-02;13:14:03;-23.34;179.33;561; ;Mw;6.3;SOUTH OF FIJI ISLANDS;2017-01-02 18:22;556992;
2016-12-29;22:30:18;-9.07;118.62;80; ;Mw;6.3;SUMBAWA REGION, INDONESIA;2016-01-03 08:44;556136;
2016-12-25;14:22:26;-43.39;-73.86;30;f;Mw;7.6;ISLA CHILOE, LOS LAGOS, CHILE;2016-12-26 09:57;555101;
2016-12-21;00:17:17;-7.56;127.90;177; ;Mw;6.7;KEPULAUAN BARAT DAYA, INDONESIA;2016-12-21 09:02;554155;
2016-12-20;12:33:14;-10.11;160.94;10;f;Mw;6.0;SOLOMON ISLANDS;2016-12-20 17:07;554017;
2016-12-20;04:21:27;-10.19;161.29;10; ;Mw;6.4;SOLOMON ISLANDS;2016-12-20 05:10;553938;
2016-12-18;13:30:12;-10.06;-71.00;624; ;mb;6.1;CENTRAL PERU;2016-12-18 13:51;553522;
2016-12-18;09:47:05;8.36;137.75;20;f;Mw;6.2;STATE OF YAP, MICRONESIA;2016-12-18 10:48;553467;
2016-12-18;05:46:24;-10.22;161.21;40;f;Mw;6.0;SOLOMON ISLANDS;2016-12-18 10:58;553441;
2016-12-17;11:27:39;-5.67;153.95;31; ;Mw;6.4;NEW IRELAND REGION, P.N.G.;2016-12-17 21:31;553238;
2016-12-17;10:51:09;-4.49;153.49;83; ;Mw;7.9;NEW IRELAND REGION, P.N.G.;2016-12-17 12:30;553230;
2016-12-10;16:24:37;-5.73;154.41;166; ;Mw;6.1;BOUGAINVILLE REGION, P.N.G.;2016-12-10 18:13;551733;
2016-12-09;19:10:05;-10.72;161.12;10;f;Mw;6.9;SOLOMON ISLANDS;2016-12-12 08:03;551525;
2016-12-08;21:56:07;-10.86;161.41;20; ;Mw;6.5;SOLOMON ISLANDS;2016-12-09 07:53;551283;
2016-12-08;17:38:46;-10.71;161.36;40;f;Mw;7.8;SOLOMON ISLANDS;2016-12-08 18:30;551218;
2016-12-08;14:49:46;40.42;-126.18;10;f;Mw;6.7;OFF COAST OF NORTHERN CALIFORNIA;2016-12-09 08:07;551181;
2016-12-08;05:15:03;43.85;86.35;10; ;Mw;6.0;NORTHERN XINJIANG, CHINA;2016-12-08 09:41;551016;
2016-12-06;22:03:33;5.29;96.11;10; ;Mw;6.5;NORTHERN SUMATRA, INDONESIA;2016-12-07 07:59;550779;
2016-12-06;21:42:22;11.11;-61.09;40;f;Mw;6.0;TRINIDAD REGION, TRINIDAD-TOBAGO;2016-12-07 07:48;550777;
2016-12-05;01:13:04;-7.34;123.44;527; ;Mw;6.3;BANDA SEA;2016-12-05 08:40;550338;
2016-12-01;22:40:26;-15.24;-70.72;10;f;Mw;6.2;SOUTHERN PERU;2016-12-02 07:52;549648;
2016-11-25;14:24:30;39.22;74.03;10; ;Mw;6.6;SOUTHERN XINJIANG, CHINA;2016-11-28 08:08;548113;
2016-11-24;18:43:48;11.96;-88.89;10;f;Mw;7.0;OFF COAST OF CENTRAL AMERICA;2016-11-24 19:17;547933;
2016-11-21;20:59:49;37.38;141.40;10;f;Mw;6.9;NEAR EAST COAST OF HONSHU, JAPAN;2016-11-21 21:29;547259;
2016-11-20;20:57:43;-31.61;-68.78;116; ;Mw;6.5;SAN JUAN, ARGENTINA;2016-11-21 08:16;547014;
2016-11-14;00:34:22;-42.56;173.28;10;f;Mw;6.4;SOUTH ISLAND OF NEW ZEALAND;2016-11-14 08:04;545271;
2016-11-13;13:31:27;-42.27;173.70;15; ;Mw;6.2;SOUTH ISLAND OF NEW ZEALAND;2016-11-13 17:39;545103;
2016-11-13;11:52:44;-42.20;173.55;15; ;Mw;6.1;SOUTH ISLAND OF NEW ZEALAND;2016-11-13 17:36;545073;
2016-11-13;11:32:06;-42.25;173.62;10; ;Mw;6.4;SOUTH ISLAND OF NEW ZEALAND;2016-11-13 17:34;545057;
2016-11-13;11:02:58;-42.69;172.97;10;f;Mw;7.9;SOUTH ISLAND OF NEW ZEALAND;2016-11-14 08:57;545040;
2016-11-11;21:43:00;38.52;141.61;60; ;Mw;6.1;NEAR EAST COAST OF HONSHU, JAPAN;2016-11-12 16:14;544702;
2016-11-08;04:55:45;-36.53;-73.42;20;f;Mw;6.0;OFFSHORE BIO-BIO, CHILE;2016-11-08 14:35;543781;
2016-11-04;16:20:45;-35.01;-70.98;90;f;Mw;6.3;MAULE, CHILE;2016-11-05 08:58;542920;
2016-11-01;19:03:28;-6.09;148.67;40; ;Mw;6.0;NEW BRITAIN REGION, P.N.G.;2016-11-01 20:43;542132;
2016-10-30;06:40:18;42.84;13.11;10;f;Mw;6.5;CENTRAL ITALY;2016-10-30 07:15;540796;
2016-10-27;20:32:55;-33.76;-72.52;14; ;Mw;6.0;OFFSHORE VALPARAISO, CHILE;2016-10-28 06:44;540105;
2016-10-27;11:53:16;53.63;-163.30;10; ;Mw;6.0;UNIMAK ISLAND REGION, ALASKA;2016-10-27 13:15;539988;
2016-10-26;19:18:07;42.92;13.13;8;f;Mw;6.1;CENTRAL ITALY;2016-10-28 12:18;539727;
2016-10-26;05:19:50;-15.52;-174.95;10;f;Mw;6.0;TONGA;2016-10-26 06:53;539521;
2016-10-21;05:07:23;35.37;133.73;10;f;Mw;6.2;WESTERN HONSHU, JAPAN;2016-10-21 06:50;538425;
2016-10-19;00:26:02;-4.92;108.24;645; ;Mw;6.6;JAVA SEA;2016-10-19 06:49;537934;
2016-10-18;16:36:40;-23.36;-179.90;540; ;Mw;6.0;SOUTH OF FIJI ISLANDS;2016-10-19 06:42;537858;
2016-10-17;06:14:57;-5.92;148.60;40;f;Mw;6.8;NEW BRITAIN REGION, P.N.G.;2016-10-17 11:04;537490;
2016-10-15;08:03:39;-4.27;150.38;462; ;Mw;6.3;NEW BRITAIN REGION, P.N.G.;2016-10-15 15:16;537136;
2016-09-24;21:28:40;-19.82;-178.25;587; ;Mw;6.7;FIJI REGION;2016-09-24 21:48;533012;
2016-09-24;21:07:12;-18.12;-175.05;173; ;Mw;6.4;TONGA;2016-09-25 10:57;533004;
2016-09-23;22:53:09;6.62;126.57;52; ;Mw;6.4;MINDANAO, PHILIPPINES;2016-09-23 23:51;532785;
2016-09-23;00:14:34;34.48;141.65;10;f;Mw;6.3;OFF EAST COAST OF HONSHU, JAPAN;2016-09-23 07:01;532564;
2016-09-20;16:21:16;30.49;142.13;10;f;Mw;6.1;IZU ISLANDS, JAPAN REGION;2016-09-21 06:47;532037;
2016-09-14;07:25:00;-9.36;159.15;15;f;Mw;6.0;SOLOMON ISLANDS;2016-09-14 08:27;530655;
2016-09-10;10:08:19;-5.56;-76.92;124; ;Mw;6.1;NORTHERN PERU;2016-09-10 12:31;529746;
2016-09-08;21:46:20;-54.67;158.71;15;f;Mw;6.1;MACQUARIE ISLAND REGION;2016-09-09 07:04;529432;
2016-09-05;22:54:04;54.47;168.57;15;f;Mw;6.2;KOMANDORSKIYE OSTROVA REGION;2016-09-06 06:59;528862;
2016-09-01;17:14:04;-37.19;179.09;10; ;Mw;6.0;OFF E. COAST OF N. ISLAND, N.Z.;2016-09-02 06:40;527886;
2016-09-01;16:37:58;-37.45;179.24;26; ;Mw;7.0;OFF E. COAST OF N. ISLAND, N.Z.;2016-09-01 17:16;527873;
2016-08-31;03:11:36;-3.69;152.78;513; ;Mw;6.7;NEW IRELAND REGION, P.N.G.;2016-08-31 06:44;527510;
2016-08-29;04:29:59;-0.05;-17.82;20;f;Mw;7.1;NORTH OF ASCENSION ISLAND;2016-08-29 06:55;527102;
2016-08-24;10:34:54;20.95;94.61;85;f;Mw;6.8;MYANMAR;2016-08-24 10:53;525828;
2016-08-24;01:36:32;42.71;13.22;4;f;Mw;6.2;CENTRAL ITALY;2016-08-24 03:31;525580;
2016-08-23;19:39:44;-7.32;122.44;539; ;Mw;6.1;FLORES SEA;2016-08-24 06:24;525517;
2016-08-21;03:45:23;-55.35;-31.74;10;f;Mw;6.0;SOUTH GEORGIA ISLAND REGION;2016-08-21 09:54;525015;
2016-08-20;15:58:04;40.39;143.67;10;f;Mw;6.0;OFF EAST COAST OF HONSHU, JAPAN;2016-08-20 19:17;524930;
2016-08-20;09:01:26;40.39;143.67;10;f;Mw;6.0;OFF EAST COAST OF HONSHU, JAPAN;2016-08-20 19:13;524865;
2016-08-19;07:32:23;-55.34;-31.95;20;f;Mw;7.5;SOUTH GEORGIA ISLAND REGION;2016-08-22 07:52;524654;
2016-08-18;18:09:44;-56.00;-123.16;10;f;Mw;6.0;SOUTHERN EAST PACIFIC RISE;2016-08-18 19:23;524555;
2016-08-12;03:29:24;-25.34;-176.89;60; ;Mw;6.0;SOUTH OF FIJI ISLANDS;2016-08-12 06:54;523357;
2016-08-12;01:26:36;-22.49;173.09;20; ;Mw;7.1;SOUTHEAST OF LOYALTY ISLANDS;2016-08-12 06:58;523334;
2016-08-04;16:24:34;24.98;141.99;524; ;Mw;6.3;VOLCANO ISLANDS, JAPAN REGION;2016-08-05 06:38;522007;
2016-08-04;14:15:11;-22.35;-66.02;257; ;Mw;6.2;JUJUY, ARGENTINA;2016-08-05 06:37;521987;
2016-07-29;21:18:30;18.58;145.51;267; ;Mw;7.7;PAGAN REG., N. MARIANA ISLANDS;2016-07-30 15:02;520926;
2016-07-27;01:25:12;-44.43;-79.19;10;f;Mw;6.0;OFF COAST OF AISEN, CHILE;2016-07-27 06:12;520450;
2016-07-25;19:38:44;-2.97;148.09;10;f;Mw;6.4;ADMIRALTY ISLANDS REGION, P.N.G.;2016-07-26 06:54;520150;
2016-07-25;17:26:49;-26.13;-70.42;74; ;Mw;6.1;ATACAMA, CHILE;2016-07-26 06:53;520132;
2016-07-20;15:13:15;-18.88;169.05;163; ;Mw;6.1;VANUATU;2016-07-20 15:38;519298;
2016-07-13;12:11:13;-28.10;-176.42;15;f;Mw;6.3;KERMADEC ISLANDS REGION;2016-07-13 14:06;518049;
2016-07-13;11:56:58;-28.35;-176.41;15;f;Mw;6.0;KERMADEC ISLANDS REGION;2016-07-13 14:00;518044;
2016-07-11;02:11:06;0.60;-79.65;30;f;Mw;6.3;NEAR COAST OF ECUADOR;2016-07-11 06:53;517564;
2016-06-26;11:17:10;39.50;73.46;10;f;Mw;6.4;KYRGYZSTAN;2016-06-27 07:03;514534;
2016-06-21;17:12:07;-3.46;151.90;364; ;Mw;6.3;NEW IRELAND REGION, P.N.G.;2016-06-22 06:43;513647;
2016-06-21;16:26:34;22.58;-45.11;10;f;Mw;6.1;NORTHERN MID-ATLANTIC RIDGE;2016-06-21 16:58;513637;
2016-06-19;09:47:22;-20.51;169.48;10;f;Mw;6.3;VANUATU;2016-06-19 11:08;513228;
2016-06-14;13:49:24;-18.78;168.78;128; ;Mw;6.2;VANUATU;2016-06-14 14:35;512304;
2016-06-10;04:17:44;-8.71;160.50;34; ;Mw;6.1;SOLOMON ISLANDS;2016-06-10 06:29;511547;
2016-06-10;03:25:22;12.86;-87.04;13; ;Mw;6.0;NEAR COAST OF NICARAGUA;2016-06-10 06:27;511538;
2016-06-09;04:13:08;-11.38;116.24;25;f;Mw;6.1;SOUTH OF LOMBOK, INDONESIA;2016-06-09 06:44;511335;
2016-06-07;19:15:16;1.35;126.37;40; ;Mw;6.3;MOLUCCA SEA;2016-06-08 00:39;511083;
2016-06-07;10:51:37;18.42;-105.21;10;f;Mw;6.4;OFF COAST OF JALISCO, MEXICO;2016-06-07 12:51;511012;
2016-06-06;02:35:25;-30.32;-177.49;10; ;Mw;6.0;KERMADEC ISLANDS, NEW ZEALAND;2016-06-06 06:58;510692;
2016-06-05;16:25:32;-4.54;125.73;427; ;Mw;6.3;BANDA SEA;2016-06-05 21:00;510609;
2016-06-01;22:56:01;-2.09;100.64;55;f;Mw;6.4;KEP. MENTAWAI REGION, INDONESIA;2016-06-02 07:13;509878;
2016-05-31;05:23:47;25.57;122.51;247; ;Mw;6.3;TAIWAN REGION;2016-05-31 07:05;509576;
2016-05-28;09:46:58;-56.26;-26.96;70;f;Mw;7.2;SOUTH SANDWICH ISLANDS REGION;2016-05-30 12:38;509072;
2016-05-28;05:38:49;-21.98;-178.19;399; ;Mw;6.9;FIJI REGION;2016-05-30 07:00;509043;
2016-05-27;04:08:41;-20.77;-178.68;545; ;Mw;6.5;FIJI REGION;2016-05-27 07:01;508828;
2016-05-20;18:14:04;-25.59;129.85;10;f;Mw;6.0;NORTHERN TERRITORY, AUSTRALIA;2016-05-21 14:28;507606;
2016-05-18;16:46:43;0.43;-79.71;30; ;Mw;6.9;NEAR COAST OF ECUADOR;2016-05-19 06:50;507240;
2016-05-18;07:57:04;0.45;-79.84;40; ;Mw;6.7;NEAR COAST OF ECUADOR;2016-05-18 08:22;507177;
2016-04-29;01:33:37;10.21;-103.82;10; ;Mw;6.6;NORTHERN EAST PACIFIC RISE;2016-04-29 06:47;503508;
2016-04-28;19:33:24;-16.04;167.48;30; ;Mw;7.0;VANUATU;2016-04-29 06:49;503450;
2016-04-27;12:51:23;14.59;-92.93;50; ;Mw;6.0;OFFSHORE CHIAPAS, MEXICO;2016-04-28 06:38;503182;
2016-04-25;07:07:09;14.48;-93.04;25;f;Mw;6.0;OFFSHORE CHIAPAS, MEXICO;2016-04-25 11:54;502765;
2016-04-22;03:03:41;-0.25;-80.48;10; ;Mw;6.1;NEAR COAST OF ECUADOR;2016-04-22 06:42;502206;
2016-04-20;08:35:10;0.71;-80.01;10;f;Mw;6.0;NEAR COAST OF ECUADOR;2016-04-21 00:17;501976;
2016-04-20;08:33:46;0.67;-80.17;15;f;Mw;6.1;NEAR COAST OF ECUADOR;2016-04-20 09:21;501864;
2016-04-19;05:25:41;-55.77;-27.43;20;f;Mw;6.3;SOUTH SANDWICH ISLANDS REGION;2016-04-19 06:51;501677;
2016-04-16;23:58:37;0.40;-79.89;20;f;Mw;7.8;NEAR COAST OF ECUADOR;2016-04-18 06:52;501158;
2016-04-15;16:25:06;32.78;130.68;10; ;Mw;7.0;KYUSHU, JAPAN;2016-11-02 08:15;500833;
2016-04-15;14:11:30;13.54;-92.20;45;f;Mw;6.2;OFFSHORE GUATEMALA;2016-04-15 14:34;500815;
